playerId,season,name,team,position,offense_rank
8482516,2023,Matthew Kessel,STL,D,4.761904761904762
8475208,2023,Brian Dumoulin,SEA,D,38.82783882783883
8478854,2023,Ryan Shea,PIT,D,15.384615384615385
8474716,2023,Jared Spurgeon,MIN,D,28.93772893772894
8481527,2023,Kaedan Korczak,VGK,D,66.66666666666666
8482094,2023,Daemon Hunt,MIN,D,17.94871794871795
8474567,2023,Zach Bogosian,MIN,D,44.32234432234432
8481006,2023,Tyler Tucker,STL,D,4.029304029304029
8477504,2023,Josh Morrissey,WPG,D,97.06959706959707
8476967,2023,Brett Kulak,EDM,D,67.3992673992674
8479980,2023,Nicolas Hague,VGK,D,44.68864468864469
8476874,2023,Olli Maatta,DET,D,36.26373626373626
8480727,2023,Zach Whitecloud,VGK,D,36.63003663003663
8476988,2023,Matt Benning,SJS,D,17.582417582417584
8482624,2023,Daniil Miromanov,CGY,D,89.37728937728939
8480222,2023,Sebastian Aho,NYI,D,30.036630036630036
8483460,2023,David Jiricek,CBJ,D,30.4029304029304
8481014,2023,Alexander Romanov,NYI,D,64.83516483516483
8474565,2023,Alex Pietrangelo,VGK,D,88.27838827838828
8478452,2023,Caleb Jones,COL,D,54.57875457875458
8479378,2023,Logan Stanley,WPG,D,27.472527472527474
8480839,2023,Rasmus Dahlin,BUF,D,89.01098901098901
8480884,2023,Calen Addison,SJS,D,7.326007326007327
8475279,2023,Ben Chiarot,DET,D,39.1941391941392
8476979,2023,Erik Gustafsson,NYR,D,78.02197802197803
8480800,2023,Quinn Hughes,VAN,D,96.7032967032967
8480817,2023,K'Andre Miller,NYR,D,46.52014652014652
8478460,2023,Zach Werenski,CBJ,D,98.53479853479854
8476331,2023,Dylan DeMelo,WPG,D,67.76556776556777
8476906,2023,Shayne Gostisbehere,DET,D,56.41025641025641
8482105,2023,Jake Sanderson,OTT,D,68.86446886446886
8477365,2023,Connor Clifton,BUF,D,57.14285714285714
8480823,2023,Alexander Alexeyev,WSH,D,2.197802197802198
8477969,2023,Marcus Pettersson,PIT,D,79.85347985347985
8477498,2023,Darnell Nurse,EDM,D,95.23809523809523
8475455,2023,Brenden Dillon,WPG,D,62.637362637362635
8479324,2023,Ryan Lindgren,NYR,D,25.64102564102564
8474090,2023,Brendan Smith,NJD,D,75.45787545787546
8474673,2023,TJ Brodie,TOR,D,34.798534798534796
8481701,2023,Santeri Hatakka,NJD,D,48.35164835164835
8482122,2023,Brock Faber,MIN,D,61.53846153846154
8473446,2023,Erik Johnson,PHI,D,29.67032967032967
8482655,2023,J.J. Moser,ARI,D,55.67765567765568
8478399,2023,Jonas Siegenthaler,NJD,D,32.967032967032964
8480865,2023,Noah Dobson,NYI,D,87.17948717948718
8481167,2023,Brayden Pachal,CGY,D,35.53113553113553
8479421,2023,Jacob Moverare,LAK,D,28.205128205128204
8481606,2023,Jordan Spence,LAK,D,80.95238095238095
8478507,2023,John Marino,NJD,D,47.985347985347985
8475797,2023,Jarred Tinordi,CHI,D,2.564102564102564
8481178,2023,Egor Zamula,PHI,D,17.216117216117215
8480807,2023,Mattias Samuelsson,BUF,D,21.611721611721613
8478851,2023,Alexandre Carrier,NSH,D,58.24175824175825
8481030,2023,Jack St. Ivany,PIT,D,10.622710622710622
8478416,2023,Erik Cernak,TBL,D,11.72161172161172
8482095,2023,Tyler Kleven,OTT,D,16.117216117216117
8481581,2023,Thomas Harley,DAL,D,94.87179487179486
8475177,2023,Calvin de Haan,TBL,D,29.304029304029307
8478430,2023,Oliver Kylington,CGY,D,72.89377289377289
8477948,2023,Travis Sanheim,PHI,D,82.41758241758241
8478017,2023,Mark Friedman,VAN,D,22.71062271062271
8475324,2023,Nick Jensen,WSH,D,15.018315018315018
8475200,2023,Dmitry Orlov,CAR,D,85.71428571428571
8478500,2023,Ivan Provorov,CBJ,D,60.8058608058608
8475764,2023,Cam Fowler,ANA,D,5.4945054945054945
8480796,2023,Martin Fehervary,WSH,D,27.83882783882784
8479982,2023,Conor Timmins,TOR,D,83.51648351648352
8483466,2023,Kevin Korchinski,CHI,D,13.186813186813188
8477507,2023,Nikita Zadorov,VAN,D,57.509157509157504
8482964,2023,Arber Xhekaj,MTL,D,75.0915750915751
8479410,2023,Mikhail Sergachev,TBL,D,49.45054945054945
8474600,2023,Roman Josi,NSH,D,99.63369963369964
8477435,2023,Ryan Graves,PIT,D,53.11355311355312
8482671,2023,Owen Power,BUF,D,65.56776556776556
8479458,2023,Nikita Zaitsev,CHI,D,5.86080586080586
8476422,2023,Mike Reilly,NYI,D,93.77289377289377
8478911,2023,Matt Roy,LAK,D,90.47619047619048
8479369,2023,Andrew Peeke,BOS,D,40.65934065934066
8480434,2023,Sean Durzi,ARI,D,72.16117216117216
8484258,2023,Sam Malinski,COL,D,84.61538461538461
8480058,2023,Pierre-Olivier Joseph,PIT,D,52.74725274725275
8478970,2023,Jalen Chatfield,CAR,D,95.97069597069597
8471724,2023,Kris Letang,PIT,D,92.3076923076923
8474618,2023,Marco Scandella,STL,D,10.256410256410255
8477938,2023,Haydn Fleury,TBL,D,40.29304029304029
8478840,2023,Will Borgen,SEA,D,63.73626373626373
8480871,2023,Adam Boqvist,CBJ,D,63.003663003663
8474166,2023,Alec Martinez,VGK,D,50.54945054945055
8477346,2023,MacKenzie Weegar,CGY,D,90.10989010989012
8476854,2023,Hampus Lindholm,BOS,D,32.234432234432234
8477488,2023,Brett Pesce,CAR,D,65.2014652014652
