,0
OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,13.12968253968254
OffIce_F_xGoals,54.75603174603173
OffIce_A_xGoals,55.78301587301588
OffIce_F_shotAttempts,1254.1904761904761
OffIce_A_shotAttempts,1279.2063492063492
xGoalsForAfterShifts,0.4652380952380953
xGoalsAgainstAfterShifts,0.5895238095238097
corsiForAfterShifts,13.19047619047619
corsiAgainstAfterShifts,14.031746031746032
fenwickForAfterShifts,9.65079365079365
fenwickAgainstAfterShifts,11.0
cap_hit,1797459.7142857143
team_rank,20.238095238095237
